3.454013786065008418e+00,3.650889108255849003e+00
3.203553976792988145e+00,4.520285471371047414e+00
2.723117944147736669e+00,4.300022651631833170e+00
3.441036410443687021e+00,4.249826868900850485e+00
2.662852215767947062e+00,3.841268672114598992e+00
3.020874970419738403e+00,3.255621490962565368e+00
2.603064088255460984e+00,4.728589202492131882e+00
2.666335974535234410e+00,4.048964524084173178e+00
2.015440027353306185e+00,4.044168841188757746e+00
3.231533826503883766e+00,4.441075393503080448e+00
2.402159728468814759e+00,4.231919137061454173e+00
3.330552553016928208e+00,4.286350856479708149e+00
2.292361061332637284e+00,3.335185941299983359e+00
3.395261783959009350e+00,3.894269221613375187e+00
2.504422502889753765e+00,3.478707616591555585e+00
3.982435360765829824e+00,3.436564968359479000e+00
2.491973520475638360e+00,4.474649601995086989e+00
3.154971525893169648e+00,4.647534570547946053e+00
2.258304202880845324e+00,4.014778913904683222e+00
3.444495417899784417e+00,3.722182849047281472e+00
9.657761404176522291e+00,1.840673767320008647e+00
9.568893115560028306e+00,1.956287904736150995e+00
1.050514985934485956e+01,1.772994828978986970e+00
9.971066513983011248e+00,2.015842167790719230e+00
1.077856073435052586e+01,1.712165416507033466e+00
1.027086624000745374e+01,1.098571862668865862e+00
1.120164996970197357e+01,2.630807910697829044e+00
9.260004870720047521e+00,2.736820943047196142e+00
1.003485181823812944e+01,1.137120742466789736e+00
1.091235041541814432e+01,1.669932722220062615e+00
1.031563655721391015e+01,3.277952370653246739e+00
1.105920253727872371e+01,2.274925107374712319e-01
1.205251903492406029e+01,2.308427234920299220e+00
1.100238981982859165e+01,3.510852679097263618e+00
9.984990278338875314e+00,1.829412764612676767e-01
9.011613293521218537e+00,1.682351221040314115e+01
4.878246889423243360e+00,1.546119978132669637e+01
5.254952762057238935e+00,1.357603470980293636e+01
1.757747181208249021e+00,1.407483994418388917e+01
5.700668276131333201e-01,1.647033402156062820e+01
4.971228729092215914e+00,1.381624377560539152e+01
4.929445191642294333e+00,1.516953135040699330e+01
7.029746112710496320e+00,2.014979673339047395e+01
4.070575461320572686e+00,1.509617312173169879e+01
5.541447328173454423e+00,1.634328278174909599e+01
5.306893895263053551e+00,1.457324327822800747e+01
6.907407638258421301e+00,1.568286329401164103e+01
4.345346858919186595e+00,1.550730157512590957e+01
4.891331945036029971e+00,1.184015307817429097e+01
3.891092420822626963e+00,1.667695009871646761e+01
