index,age
1,43.100186616520894
2,46.730014640141945
3,50.44451546830429
4,37.4246239279775
5,40.799111089996856
6,40.25361789348959
7,39.69413385132189
8,36.62453204027142
9,40.76152698117229
10,40.63138582885058
11,43.50918668497849
12,43.246150527049956
13,40.065058971216665
14,34.51596050188934
15,41.65412832317379
16,34.85439387300522
17,41.33850909520755
18,41.67147686063689
19,44.878171489057415
20,42.71171669097058
21,40.90617245752544
22,35.626521649538226
23,34.255330680325464
24,28.434336948040787
25,36.91660602056546
26,30.884982447918375
27,39.390808248846206
28,40.28594222016722
29,35.852658175099805
30,45.15184833053674
31,43.18606399787819
32,45.84888364802135
33,49.48275954924884
34,38.579584379636216
35,39.97705693405847
36,32.418072030697616
37,40.32700633265461
38,40.814120538850545
39,40.07316769270441
40,41.01812357588088
41,41.74556074999555
42,42.097648167106044
43,38.35368396216524
44,39.57766029427278
45,40.569671780569735
46,29.67015928580993
47,44.95898639863324
48,39.21705867532072
49,34.456622297746804
50,56.05460146876591
51,40.736997656063046
52,38.41033985936289
53,27.78928069594497
54,36.82680775897234
55,43.98492598779092
56,40.03353324325522
57,47.3606340406944
58,39.87297966138825
59,33.54285829597583
60,47.376638297497735
61,38.99075613579188
62,39.1007572267378
63,30.330066904640017
64,40.946682784862595
65,31.510546567258096
66,44.34196436017771
67,35.97743938885484
68,45.31481553368823
69,36.97050139456239
70,36.017897347706004
71,39.852995283561654
72,38.23387085499988
73,34.6366269243194
74,47.3914314050479
75,37.235303273951814
76,41.110523724084544
77,43.66398999136311
78,33.85873817220569
79,44.10136786171523
80,38.85254225430541
81,42.87714884690854
82,41.92751003422854
83,36.46693827018914
84,37.454202841430366
85,32.557286086108476
86,31.465471304159912
87,45.68337913366425
88,42.97526549067288
89,44.032457506685475
90,37.102579183094726
91,38.92296111781509
92,38.95880253569329
93,40.89227715859251
94,44.38791177422388
95,36.50512457854544
96,40.76189035505023
97,43.91000796538898
98,32.380684190222695
99,36.95325030447066
100,39.71851121571203
101,42.140121719167674
102,30.195733691793393
103,39.90637036432607
104,34.43852967743701
105,43.49549438074865
106,38.368029307732584
107,34.912533110335666
108,47.79948315848374
109,44.10070594659001
110,36.790870762464536
111,38.6173942026903
112,51.090660725153406
113,34.36587024941592
114,38.287160200532355
115,42.60855614883536
116,36.96645380904283
117,42.6602381057617
118,35.98382729152761
119,42.00001195033519
120,49.65023367516484
121,40.328839976333064
122,49.16190690458254
123,41.08042354209731
124,34.749750987474215
125,49.1327949842888
126,35.17080937752911
127,34.95424122895205
128,39.10131044155575
129,51.380471775310426
130,36.9416859720617
131,47.19247488930796
132,40.83684687586899
133,36.24124333168845
134,42.461430020473294
135,45.32241786204446
136,41.78553377690206
137,28.1807928121221
138,34.91639630471135
139,48.61289662796162
140,28.913003347726832
141,45.830306264645316
142,39.84764729763157
143,31.73020100993486
144,48.023815946089115
145,51.68575206993819
146,47.42911993048696
147,40.55989953663763
148,38.4251226800089
149,40.568837117726126
150,34.167330042716685
151,43.883573473274886
152,47.7421186852433
153,44.958619599028275
154,35.06197527142075
155,48.09842416470562
156,43.07742883509353
157,34.99193832645683
158,31.586941893292256
159,32.70418989194655
160,42.78339559808458
161,41.65301904859933
162,42.95811181812604
163,48.858189586651434
164,45.84152772616542
165,26.655737550022064
166,40.038590527299796
167,35.47752717558761
168,38.870753026715946
169,36.045086039051014
170,44.94724812196726
171,44.099820426796825
172,38.49353555219123
173,39.334309528575496
174,35.379546196007226
175,45.76663320356404
176,39.69113532407669
177,44.10637204206928
178,32.47638609523899
179,37.433468595767835
180,40.00953059852356
181,39.19517413617442
182,32.010649885043485
183,40.02383398166006
184,35.721565014808455
185,35.18462875969743
186,37.69071058364594
187,39.04740314092248
188,43.71529491884491
189,39.88156779667914
190,47.527134229613246
191,33.16019887203047
192,43.23126754363954
193,46.49700891795656
194,42.42504591683118
195,41.81548276337149
196,48.69937808657885
197,43.16157283752409
198,39.24368959107577
199,44.22077638957622
200,45.81274397496588
201,45.19584340308701
202,33.50946161534688
203,43.67844209923899
204,43.83107985755812
205,45.48455351245879
206,45.442673377901556
207,39.17823519226604
208,40.347316981833906
209,43.82801608505744
210,40.90369186919631
211,43.38318522914924
212,47.42168930083836
213,44.07066973344527
214,34.722571392250956
215,39.50544575162812
216,35.848950760856525
217,37.86562526300044
218,43.019252504701385
219,39.26978007626544
220,38.497447074799084
221,26.01068816267825
222,39.30022071109857
223,39.92048618018718
224,47.97970809326526
225,43.1292285807426
226,32.33177394562665
227,37.264418517163676
228,41.79346214700555
229,46.4670434843648
230,43.32007683140391
231,49.01343199952171
232,32.32704196326459
233,46.96614135884265
234,34.70020804969064
235,35.95257849819094
236,35.277695391481345
237,32.77812030253788
238,34.49630479270924
239,37.369290565331966
240,50.08315987287375
241,42.77935469199222
242,38.45336666410188
243,40.1448774751627
244,39.20388406468226
245,48.59169336272268
246,39.2513174079068
247,41.815201935263566
248,42.791410945998464
249,36.459299203936816
250,42.718454515575296
251,44.834557350283795
252,30.107936428908825
253,43.712413326417234
254,32.78038201432818
255,39.31175694457819
256,36.638207109188066
257,39.33050979617602
258,40.95693221628158
259,42.88178021783594
260,31.681042862460217
261,40.484049552739336
262,41.20875350929998
263,29.978473930893124
264,44.63126537582053
265,35.442530060155526
266,50.61685698076573
267,45.97488291410516
268,43.34984660283592
269,39.27568218893788
270,42.469235128896216
271,38.72916130912448
272,40.47291745451389
273,34.68617620859344
274,42.67110632233764
275,43.0221759987134
276,36.661029317392966
277,37.25146451885383
278,34.207010781741204
279,35.331809245749774
280,37.646542137110345
281,44.695612083084484
282,35.831800119274924
283,40.75259210594932
284,37.97781867858098
285,38.625958272785525
286,39.32703978732262
287,34.512194886692185
288,47.360555058425135
289,44.974724814549745
290,34.22624057698708
291,38.91558509467802
292,36.83451390151116
293,34.26765484609271
294,37.9728582031741
295,42.375285997580264
296,37.93465273821812
297,41.1993630346758
298,45.79263603873627
299,45.61646967552499
300,47.7786724862936
301,47.58740258759038
302,38.7865054208841
303,44.66624724109479
304,41.25408231871382
305,40.303166300952014
306,42.48403211722584
307,38.69325306104997
308,37.2034628694785
309,48.238689439115504
310,45.39770234313643
311,44.52582091905119
312,44.410523574269874
313,48.36960502819338
314,34.2287499202179
315,43.186085249105325
316,43.646921903762006
317,39.98507963316655
318,33.41074009960787
319,43.78011107415101
320,38.31733523621749
321,38.39975094806282
322,54.314674982632454
323,37.470573973442804
324,46.18865469478016
325,41.57459894966271
326,39.63530053274659
327,42.85459612527314
328,42.62247995316477
329,31.58906691648315
330,44.2830812043419
331,36.0969197370348
332,36.396647454730456
333,41.644035524558326
334,38.01482375431972
335,31.5564127575446
336,37.7680944881632
337,49.96380062548782
338,38.256066406554844
339,42.38375846320642
340,44.06553208578943
341,30.736368415541435
342,41.82038605202057
343,41.252059960959926
344,38.51476125418219
345,42.6449576371881
346,33.4285506543697
347,32.50238203164757
348,30.682818513303694
349,44.482126155719804
350,42.402074849758975
351,39.98115770516293
352,40.357407151573454
353,43.48046023508864
354,37.484550859128504
355,48.22709327486738
356,41.2744913100723
357,34.38337855473233
358,37.277652473934374
359,35.39593652364043
360,37.97962465389807
361,35.7606176266278
362,36.61747260785921
363,37.09934350855072
364,47.137537580528516
365,39.868523857648675
366,45.877044664440525
367,36.821064188111265
368,38.836603246067895
369,35.52831412018898
370,38.88094563671684
371,35.76316477400827
372,38.713391895260834
373,40.307198161422164
374,34.72339269759112
375,38.51001207649202
376,39.48590947588159
377,42.58891450275601
378,42.020837516615565
379,46.80051330719747
380,37.63309493897872
381,34.76918768845795
382,35.75375581707162
383,48.99477641778071
384,41.86440728165661
385,45.99086088241797
386,45.51806034073408
387,37.406108613860184
388,43.784225684614526
389,42.76469803878393
390,49.95529819681104
391,39.691984549186735
392,44.97931985985646
393,48.12959324627087
394,39.007015512379205
395,56.57437649387044
396,46.41568691948865
397,37.30706361629793
398,36.88501831910799
399,42.29819759418736
400,43.63931672870977
401,43.32928938042621
402,49.0942432632101
403,45.078017578805124
404,45.26448350343081
405,36.01839534019919
406,41.48719290087021
407,46.452359432189084
408,37.35590755905286
409,35.71444781796844
410,37.546222959306824
411,45.81808824110906
412,46.49531741664028
413,44.2402625271379
414,32.1629914889096
415,37.674169065928346
416,40.61895793262032
417,49.07269613293593
418,35.655176183165594
419,46.75639984090267
420,34.89857099687098
421,42.77490375378982
422,44.8044590543205
423,41.54027398536161
424,45.276098410220065
425,38.87968478260604
426,43.70094334312154
427,38.64460265687873
428,39.05234792261363
429,38.61845684045571
430,39.134180269830075
431,44.12890808438111
432,40.06896738309286
433,48.42298260262277
434,43.656182463664514
435,34.69481801086092
436,36.3075761914596
437,47.21211302307363
438,35.23848862896852
439,36.73916258636095
440,37.55509550079991
441,33.124428793105665
442,36.4712464886607
443,41.776551882668144
444,35.285407766609445
445,34.6219764595596
446,42.50433110868364
447,35.02296338448421
448,36.71302589592404
449,38.688092182616344
450,43.565491981823115
451,38.6092551772302
452,38.36306252555235
453,36.48050576006294
454,31.69686804227699
455,40.518002645180026
456,43.33734196163193
457,47.8739944963006
458,43.62688169692879
459,43.592203876204685
460,38.834547204371695
461,36.08271294875352
462,43.59145986460576
463,48.344782453175824
464,30.989249033541807
465,40.974024220275965
466,41.16414264631938
467,44.78988835927811
468,39.17350670355571
469,28.9048809738109
470,35.299134562762305
471,33.08778301267391
472,37.42103952074133
473,43.76445998965748
474,47.370521863300496
475,46.307202664123366
476,38.03820426381367
477,43.41654821780101
478,41.17917142585457
479,38.175514409225016
480,46.95097686753459
481,32.42424309481002
482,44.08411156339208
483,29.75368775559477
484,41.41089341828918
485,46.96581860451384
486,45.36955751915869
487,37.902553177274235
488,39.95714022435552
489,42.610822020945726
490,37.5234069139116
491,46.06435022883083
492,46.855962056810796
493,43.95592158887166
494,36.46762427694372
495,37.540189865970866
496,27.962683813564695
497,39.808531233982116
498,33.38921695858698
499,56.2468372932455
500,34.913917654677064
501,35.652898599345384
502,38.536968190324686
503,39.41926084098738
504,45.086330840413844
505,38.85309643607963
506,37.197057176189745
507,44.075370255530444
508,40.708569004241795
509,42.733014261997816
510,45.26404819666195
511,43.49744240142155
512,36.82866757642605
513,39.676540930833
514,32.26459480182372
515,40.59078743052214
516,43.15752639322797
517,36.29189620888578
518,45.13200283266612
519,33.530697356989656
520,39.631470093969156
521,42.661525111079946
522,34.387454562692604
523,41.91449436347307
524,39.81127293831763
525,31.975444268053877
526,34.022190783747945
527,39.03430760837383
528,38.699927400445304
529,32.09354879640461
530,35.37367059419794
531,49.92415940251
532,43.53718911840513
533,42.33786046086848
534,47.08621882830383
535,35.08912566601857
536,42.711541693547574
537,34.00902429422315
538,30.100373742399356
539,39.43806996427194
540,36.71972603514928
541,45.12377693427012
542,49.067590892177776
543,44.08644177802925
544,42.02887824473193
545,36.366005622549174
546,34.061269454870796
547,42.54026865107394
548,37.48834613932385
549,39.6138496280123
550,45.6918037848762
551,35.37279876392337
552,30.30919799189605
553,37.36938885583188
554,43.54142447790349
555,44.402866625065094
556,40.273501000476415
557,48.68730788546391
558,40.63148944742814
559,34.67639179924343
560,38.443464049147856
561,41.6342509927575
562,35.82038375228021
563,36.82675705638597
564,40.49604431381578
565,39.862759776990664
566,36.00147453669566
567,37.574621701573136
568,39.20228378075277
569,40.2421695984607
570,31.26297202709058
571,41.622250110372285
572,46.00214173910539
573,36.49228451463168
574,39.93978293425159
575,39.52893643772237
576,44.97741012983962
577,36.85029858931592
578,45.48479465098244
579,55.37074565701271
580,40.76706614386941
581,46.767979419574814
582,36.03909745268911
583,48.179997988858005
584,35.29706795776402
585,37.01529438324465
586,34.609750038571235
587,34.97977601355995
588,41.782953557586964
589,44.410124127915374
590,41.852134672910296
591,40.28749333703116
592,40.61268313077489
593,40.45219653424522
594,33.72520563132807
595,37.24523415153626
596,32.42203615281028
597,43.29941639841403
598,42.17985783418503
599,33.698934075682025
600,35.81149736489559
601,49.48258943623436
602,43.203471916566734
603,53.278090287475294
604,37.44515720246946
605,36.77076968462112
606,35.09656958916024
607,35.39576941123155
608,41.43468101304945
609,43.009492084643355
610,41.85043440751161
611,38.35572910741721
612,38.2579021376155
613,45.06701075582167
614,39.42763157540269
615,39.96844117202951
616,44.42371023601763
617,44.45808052172204
618,41.55120077436937
619,39.08369302153925
620,39.25952260591079
621,33.870221901556626
622,40.257646685381154
623,42.15503970386565
624,45.49726816118119
625,50.18715662071465
626,40.62718724111356
627,36.74075395948045
628,39.42517976188422
629,35.4682555138024
630,43.42330804282442
631,41.41183610638564
632,40.38311987284279
633,39.84586713563663
634,39.53809348766682
635,37.16221098936919
636,39.15019399954806
637,36.73743980842126
638,43.834205723789445
